mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur	Trill:trill
28	27	54	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	308							
28	27	217/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	309							
28	27	105/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	310						12	
28	27	53	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	311							
28	27	105/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	312							
29	28	109/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	313							
29	28	111/2	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	314							
29	28	111/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	315							
29	28	56	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	316							
29	28	225/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	317							
29	28	111/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	318							
29	28	109/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	319							
29	28	219/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	320							
29	28	55	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	321							
29	28	221/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	322							
29	28	111/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	323							
29	28	56	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	324							
30	29	113/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	325							
30	29	115/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	326							
30	29	231/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	327							
30	29	58	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	328							
30	29	233/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	329							
30	29	113/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	330							
30	29	57	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	331							
31	30	117/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	332							
31	30	119/2	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	333							
31	30	119/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	334							
31	30	60	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	335							
31	30	241/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	336							
31	30	117/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	337							
31	30	235/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	338							
31	30	59	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	339							
31	30	237/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	340							
31	30	119/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	341							
31	30	60	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	342							
32	31	121/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	343							
32	31	123/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	344							
32	31	247/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	345							
32	31	62	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	346							
32	31	249/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	347							
32	31	121/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	348							
32	31	61	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	349							
33	32	125/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	350						13	
33	32	251/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	351							
33	32	63	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	352		articStaccatoAbove					
33	32	253/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	353		articStaccatoAbove					
33	32	127/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	354						14	
33	32	255/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	355							
33	32	64	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	356		articStaccatoAbove					
33	32	257/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	357		articStaccatoAbove					
33	32	63	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	358							
33	32	64	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	359							
33	32	125/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	360							
33	32	127/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	361							
34	33	129/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	362						15	
34	33	259/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	363							
34	33	65	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	364		articStaccatoAbove					
34	33	261/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	365		articStaccatoAbove					
34	33	131/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	366						16	
34	33	263/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	367							
34	33	66	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	368		articStaccatoAbove					
34	33	265/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	369		articStaccatoAbove					
34	33	129/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	370							
34	33	65	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	371							
34	33	66	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	372							
34	33	129/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	373							
34	33	131/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	374							
35	34	133/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	375							
35	34	67	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	376							
35	34	68	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	377							
35	34	133/2	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	378							
35	34	135/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	379							
35	34	133/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	380						17	
35	34	267/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	381							
35	34	67	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	382		articStaccatoAbove					
35	34	269/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	383		articStaccatoAbove					
35	34	135/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	384						18	
35	34	271/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	385							
35	34	68	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	386		articStaccatoAbove					
35	34	273/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	387		articStaccatoAbove					
36	35	137/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	388							
36	35	69	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	389							
36	35	70	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	390							
36	35	137/2	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	391							
36	35	139/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	392							
36	35	137/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	393						19	
36	35	275/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	394							
36	35	69	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	395							
36	35	277/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	396							
36	35	139/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	397						20	
36	35	279/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	398							
36	35	70	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	399							
36	35	281/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	400							
37	36	141/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	401						21	
37	36	285/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	402							
37	36	285/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	403							
37	36	285/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	404							
37	36	285/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	405							
37	36	285/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	406							
37	36	143/2	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	407						22	
37	36	289/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace32		1/32	1	408							
37	36	289/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace32		1/32	1	409							
37	36	289/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace32		1/32	1	410							
37	36	289/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace32		1/32	1	411							
37	36	289/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	412							
37	36	141/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	413							
38	37	145/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	414						23	
38	37	293/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	415							
38	37	293/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	416							
38	37	293/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	417							
38	37	293/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace32		1/32	1	418							
38	37	293/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	419							
38	37	147/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	420							
38	37	297/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0						p						
38	37	297/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	421							
38	37	145/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	422						24	
38	37	147/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	423							
39	38	149/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	424							
39	38	151/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	425						25	
39	38	303/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	426						25	
39	38	607/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	427						25	
39	38	76	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	428						25	
39	38	609/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	429						25	
39	38	305/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	430						25	
39	38	611/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	431							
39	38	75	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	432							
39	38	151/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	433							
39	38	76	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	434							
39	38	75	0.0	1/8	1/8	Dynamic	2/4	2	2	0						p						
40	39	153/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	435		articStaccatoAbove					
40	39	78	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f						
40	39	78	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	436							
40	39	153/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	437							
40	39	77	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	438							
40	39	155/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	439							
40	39	78	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	440							
41	40	157/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	441							
41	40	236/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	442							
41	40	473/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	443							
41	40	79	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	444							
41	40	475/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	445							
41	40	238/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	446							
41	40	159/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	447							
41	40	239/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	448							
41	40	479/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	449							
41	40	80	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	450							
41	40	481/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	451							
41	40	241/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	452							
41	40	157/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	453							
41	40	157/2	0.0	0	0	Dynamic	2/4	2	2	0						f						
42	41	161/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	454							
42	41	242/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	455							
42	41	485/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	456							
42	41	81	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	457							
42	41	487/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	458							
42	41	244/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	459							
42	41	163/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	460							
42	41	245/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	461							
42	41	491/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	462							
42	41	82	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	463							
42	41	493/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	464							
42	41	247/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	465							
43	42	165/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	466						26	
43	42	333/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	467						26	
43	42	667/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	468						26	
43	42	167/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	469							
43	42	337/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0						p						
43	42	337/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	470							
43	42	83	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	471							
43	42	167/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	472							
43	42	84	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	473							
44	43	169/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	474						27	
44	43	341/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	475						27	
44	43	683/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	476							
44	43	171/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	477							
44	43	345/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0						f						
44	43	345/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	478							
44	43	85	0.0	1/8	1/8	Dynamic	2/4	2	1	0						p						
44	43	85	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	479							
44	43	171/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	480							
44	43	86	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	481							
45	44	173/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	482							
45	44	260/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	483							
45	44	521/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	484							
45	44	87	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	485							
45	44	523/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	486							
45	44	262/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	487							
45	44	175/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	488							
45	44	263/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	489							
45	44	527/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	490							
45	44	88	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	491							
45	44	529/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	492							
45	44	265/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	493							
45	44	173/2	0.0	0	0	Dynamic	2/4	2	1	0						f						
45	44	173/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	494							
46	45	177/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	495							
46	45	266/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	496							
46	45	533/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	497							
46	45	89	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	498							
46	45	535/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	499							
46	45	268/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	500							
46	45	179/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	501							
46	45	269/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	502							
46	45	539/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	503							
46	45	90	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	504							
46	45	541/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	505							
46	45	271/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	506							
47	46	181/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	507						28	
47	46	365/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	508						28	
47	46	731/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	509						28	
47	46	183/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	510							
47	46	369/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0						p						
47	46	369/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	511							
47	46	91	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	512							
47	46	183/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	513							
47	46	92	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	514							
48	47	185/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	515						29	
48	47	373/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	516						29	
48	47	747/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	517						29	
48	47	187/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	518							
48	47	377/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0						f						
48	47	377/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	519							
48	47	93	0.0	1/8	1/8	Dynamic	2/4	2	1	0						p						
48	47	93	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	520							
48	47	187/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	521							
48	47	94	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	522							
49	48	189/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	523							
49	48	284/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	524							
49	48	569/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	525							
49	48	95	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	526							
49	48	571/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	527							
49	48	286/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	528							
49	48	191/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	529							
49	48	287/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	530							
49	48	575/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	531							
49	48	96	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	532							
49	48	577/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	533							
49	48	289/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	534							
49	48	189/2	0.0	0	0	Dynamic	2/4	2	1	0						f						
49	48	189/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	535							
50	49	193/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	536							
50	49	290/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	537							
50	49	581/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	538							
50	49	97	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	539							
50	49	583/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	540							
50	49	292/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	541							
50	49	195/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	542							
50	49	293/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	543							
50	49	587/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	544							
50	49	98	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	545							
50	49	589/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	546							
50	49	295/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	547							
50	49	193/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	548							
51	50	197/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	549							
51	50	296/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	550							
51	50	593/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	551							
51	50	99	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	552							
51	50	595/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	553							
51	50	298/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	554							
51	50	199/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	555							
51	50	299/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	556							
51	50	599/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	557							
51	50	100	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	558							
51	50	601/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	559							
51	50	301/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	560							
51	50	197/2	0.16666666666666666	0	0	Chord	2/4	2	1	1/24			1/16	2/3	561							
51	50	296/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	562							
51	50	593/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	563							
51	50	99	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	564							
51	50	595/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	565							
51	50	298/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24			1/16	2/3	566							
51	50	199/2	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24			1/16	2/3	567							
51	50	299/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24			1/16	2/3	568							
51	50	599/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24			1/16	2/3	569							
51	50	100	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24			1/16	2/3	570							
51	50	601/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24			1/16	2/3	571							
51	50	301/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24			1/16	2/3	572							
52	51	201/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	573							
52	51	302/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	574							
52	51	605/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	575							
52	51	101	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	576							
52	51	607/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	577							
52	51	304/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	578							
52	51	203/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	579							
52	51	305/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	580							
52	51	611/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	581							
52	51	102	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	582							
52	51	613/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	583							
52	51	307/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	584							
52	51	201/2	0.16666666666666666	0	0	Chord	2/4	2	1	1/24			1/16	2/3	585							
52	51	302/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	586							
52	51	605/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	587							
52	51	101	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	588							
52	51	607/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	589							
