mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur
21	21	80	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	300							
21	21	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	301							
21	21	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	302		ornamentTrill					
21	21	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	303		articStaccatoAbove					
21	21	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	304		articStaccatoAbove					
21	21	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	305		articStaccatoAbove					
21	21	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	306		articStaccatoAbove					
21	21	80	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	307							18
21	21	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	308							18
21	21	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	309							18
21	21	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	310							
21	21	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	311							19
21	21	165/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	312							19
21	21	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	313							19
21	21	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	314							
22	22	84	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	315							20
22	22	169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	316							
22	22	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	317		ornamentTrill					
22	22	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	318		articStaccatoAbove					
22	22	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	319		articStaccatoAbove					
22	22	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	320		articStaccatoAbove					
22	22	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	321		articStaccatoAbove					
22	22	84	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	322							21
22	22	169/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	323							21
22	22	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	324							21, 22
22	22	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	325							
22	22	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	326							23
22	22	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	327							23
22	22	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	328							23
22	22	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	329							
23	23	88	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	330							24
23	23	355/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	331							
23	23	89	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	332							25
23	23	359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	333							
23	23	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	334							
23	23	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	335		ornamentTrill					
23	23	88	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	336							
23	23	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	337							
23	23	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	338							
23	23	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	339							
23	23	90	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	340							
24	24	92	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	341							
24	24	369/4	0.0	1/16	1/16	Dynamic	4/4	1	1	0						f						
24	24	369/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	342							
24	24	185/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	343							
24	24	371/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	344							
24	24	93	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	345							
24	24	373/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	346							
24	24	187/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	347							
24	24	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	348							
24	24	94	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	349							
24	24	377/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	350							
24	24	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	351							
24	24	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	352							
24	24	95	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	353							
24	24	381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	354							
24	24	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	355							
24	24	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	356							
24	24	92	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	357							
24	24	187/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0						f						
24	24	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	358		articStaccatoBelow					
24	24	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	359		articStaccatoBelow					
24	24	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	360		articStaccatoBelow					
24	24	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	361		articStaccatoBelow					
24	24	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	362		articStaccatoBelow					
25	25	96	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	363							
25	25	385/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	364							
25	25	193/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	365							
25	25	387/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	366							
25	25	97	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	367							
25	25	389/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	368							
25	25	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	369							
25	25	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	370							
25	25	98	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	371							
25	25	393/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	372							
25	25	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	373							
25	25	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	374							
25	25	99	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	375							
25	25	397/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	376							
25	25	199/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	377							
25	25	399/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	378							
25	25	96	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	379		articStaccatoBelow					
25	25	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	380		articStaccatoAbove					
25	25	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	381		articStaccatoAbove					
25	25	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	382		articStaccatoAbove					
25	25	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	383		articStaccatoAbove					
25	25	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	384		articStaccatoAbove					
26	26	100	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	385							
26	26	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	386		articStaccatoAbove					
26	26	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	387		articStaccatoAbove					
26	26	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	388		articStaccatoAbove					
26	26	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	389		articStaccatoAbove					
26	26	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	390		articStaccatoAbove					
26	26	100	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	391							
26	26	401/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	392							
26	26	201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	393							
26	26	403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	394							
26	26	101	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	395							
26	26	405/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	396							
26	26	203/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	397							
26	26	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	398							
26	26	102	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	399							
26	26	409/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	400							
26	26	205/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	401							
26	26	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	402							
26	26	103	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	403							
26	26	413/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	404							
26	26	207/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	405							
26	26	415/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	406							
27	27	104	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	407		articStaccatoAbove					
27	27	211/2	0.0	3/8	3/8	StaffText	4/4	1	1	0								<i>m.d.</i>				
27	27	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	408		articStaccatoBelow					
27	27	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	409		articStaccatoBelow					
27	27	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	410		articStaccatoBelow					
27	27	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	411		articStaccatoBelow					
27	27	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	412		articStaccatoBelow					
27	27	104	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	413							
27	27	417/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	414							
27	27	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	415							
27	27	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	416							
27	27	105	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	417							
27	27	421/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	418							
27	27	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	419							
27	27	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	420							
27	27	106	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	421							
27	27	425/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	422							
27	27	213/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	423							
27	27	427/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	424							
27	27	107	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	425							
27	27	429/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	426							
27	27	215/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	427							
27	27	431/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	428							
28	28	108	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	429		articStaccatoBelow					
28	28	109	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p						
28	28	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	430							26
28	28	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	431							26
28	28	111	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	432							
28	28	108	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	433							
28	28	109	0.0	1/4	1/4	Dynamic	4/4	2	1	0						p						
28	28	109	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	434							
28	28	437/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	435							
28	28	219/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	436							
28	28	439/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	437							
28	28	110	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	438							
28	28	441/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	439							
28	28	221/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	440							
28	28	443/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	441							
28	28	111	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	442							
28	28	445/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	443							
28	28	223/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	444							
28	28	447/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	445							
29	29	112	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	446							27
29	29	451/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48			1/32	2/3	447							27
29	29	677/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48			1/32	2/3	448							27
29	29	1355/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48			1/32	2/3	449							
29	29	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	450							
29	29	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	451		articStaccatoAbove					
29	29	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	452							28
29	29	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	453							
29	29	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	454							29
29	29	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	455							
29	29	112	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	456							
29	29	449/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	457							
29	29	225/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	458							
29	29	451/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	459							
29	29	113	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	460							
29	29	453/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	461							
29	29	227/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	462							
29	29	455/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	463							
29	29	114	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	464							
29	29	457/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	465							
29	29	229/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	466							
29	29	459/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	467							
29	29	115	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	468							
29	29	461/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	469							
29	29	231/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	470							
29	29	463/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	471							
30	30	116	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	472							
30	30	117	0.0	1/4	1/4	Dynamic	4/4	1	1	0						f						
30	30	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	473							30
30	30	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	474							30
30	30	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	475							
30	30	116	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	476							
30	30	465/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	477							
30	30	233/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	478							
30	30	467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	479							
30	30	117	0.0	1/4	1/4	Dynamic	4/4	2	1	0						f						
30	30	117	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	480							
30	30	469/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	481							
30	30	235/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	482							
30	30	471/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	483							
30	30	118	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	484							
30	30	473/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	485							
30	30	237/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	486							
30	30	475/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	487							
30	30	119	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	488							
30	30	477/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	489							
30	30	239/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	490							
30	30	479/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	491							
31	31	120	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	492							31
31	31	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	493							
31	31	121	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	494							
31	31	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	495							
31	31	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	496							
31	31	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	497							
31	31	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	498							32
31	31	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	499		ornamentTrill					
31	31	120	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	500							
31	31	481/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	501							
31	31	241/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	502							
31	31	483/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	503							
31	31	121	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	504							
31	31	485/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	505							
31	31	243/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	506							
31	31	487/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	507							
31	31	122	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	508							
31	31	489/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	509							
31	31	245/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	510							
31	31	491/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	511							
31	31	123	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	512							
31	31	493/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	513							
31	31	247/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	514							
31	31	495/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	515							
32	32	124	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	516							
32	32	125	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p						
32	32	125	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	517							33
32	32	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	518							33
32	32	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	519							
32	32	124	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	520							
32	32	497/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	521							
32	32	249/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	522							
32	32	499/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	523							
32	32	125	0.0	1/4	1/4	Dynamic	4/4	2	1	0						p						
32	32	125	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	524							
32	32	501/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	525							
32	32	251/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	526							
32	32	503/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	527							
32	32	126	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	528							
32	32	505/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	529							
32	32	253/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	530							
32	32	507/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	531							
32	32	127	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	532							
32	32	509/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	533							
32	32	255/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	534							
32	32	511/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	535							
33	33	128	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	536							34
33	33	515/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48			1/32	2/3	537							34
33	33	773/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48			1/32	2/3	538							34
33	33	1547/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48			1/32	2/3	539							34
33	33	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	540							
33	33	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	541		articStaccatoAbove					
33	33	130	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	542							35
33	33	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	543							
33	33	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	544							36
33	33	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	545							
33	33	128	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	546							
33	33	513/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	547							
33	33	257/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	548							
33	33	515/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	549							
33	33	129	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	550							
33	33	517/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	551							
33	33	259/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	552							
33	33	519/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	553							
33	33	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	554							
33	33	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	555							
33	33	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	556							
33	33	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	557							
33	33	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	558							
33	33	525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	559							
33	33	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	560							
33	33	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	561							
34	34	132	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	562							
34	34	133	0.0	1/4	1/4	Dynamic	4/4	1	1	0						f						
34	34	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	563							37
34	34	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	564							37
34	34	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	565							
34	34	132	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	566							
34	34	529/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	567							
34	34	265/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	568							
34	34	531/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	569							
34	34	133	0.0	1/4	1/4	Dynamic	4/4	2	1	0						f						
34	34	133	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	570							
34	34	533/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	571							
34	34	267/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	572							
34	34	535/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	573							
34	34	134	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	574							
34	34	537/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	575							
34	34	269/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	576							
34	34	539/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	577							
34	34	135	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	578							
34	34	541/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	579							
34	34	271/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	580							
34	34	543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	581							
35	35	136	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	582							38
35	35	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	583							
35	35	137	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	584							
35	35	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	585							
35	35	275/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	586							
35	35	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	587							
35	35	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	588							39
35	35	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	589		ornamentTrill					
35	35	136	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	590							
35	35	545/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	591							
35	35	273/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	592							
35	35	547/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	593							
35	35	137	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	594							
35	35	549/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	595							
