mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
41	38	112	2.0	0	0	3/4	2	1	IV	Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
41	38	114	1.0	1/2	1/2	3/4	2	1	#viio43/ii	Bb	IV		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
42	39	115	2.0	0	0	3/4	2	1	ii6	Bb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
42	39	117	1.0	1/2	1/2	3/4	2	1	vii%7/V	Bb	IV		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
43	40	118	1.0	0	0	3/4	2	1	V(64)}	Bb	IV		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
43	40	119	1.0	1/4	1/4	3/4	2	1	V|HC	Bb	IV		V		V					HC		M	0	0	1, 5, 2		1	1
43	40	120	1.0	1/2	1/2	3/4	2	1	I.I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
44	41	121	1.0	0	0	3/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	41	122	2.0	1/4	1/4	3/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	42	124	1.0	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
45	42	125	2.0	1/4	1/4	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
46	43	127	1.0	0	0	3/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
46	43	128	2.0	1/4	1/4	3/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	44	130	1.0	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	44	131	3.0	1/4	1/4	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
48	45	134	3.0	1/4	1/4	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
49	46	137	1.0	1/4	1/4	3/4	2	1	ii65	Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
49	46	138	1.0	1/2	1/2	3/4	2	1	V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
50	47	139	2.0	0	0	3/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
50	47	141	1.0	1/2	1/2	3/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	48	142	3.0	0	0	3/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
52	48	144	0.0	0	1/2	3/4	2	1	{	Bb	I										{		0	0				
53	49	145	2.0	0	0	3/4	2	1	I[ii6	Bb	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
53	49	147	1.0	1/2	1/2	3/4	2	1	I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
54	50	148	2.0	0	0	3/4	2	1	IV6	Bb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
54	50	150	1.0	1/2	1/2	3/4	2	1	I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
55	51	151	2.0	0	0	3/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
55	51	153	1.0	1/2	1/2	3/4	2	1	viio6	Bb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
56	52	154	3.0	0	0	3/4	2	1	I]}	Bb	I	I	I		I						}	M	0	0	0, 4, 1		0	0
56	52	156	0.0	1/2	1/2	3/4	2	1	{	Bb	I										{		0	0				
57	53	157	5.5	0	0	3/4	2	1	IV.bVI	Bb	IV		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
58	54	325/2	0.5	5/8	5/8	3/4	2	1	It6	Bb	IV		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
59	55	163	6.0	0	0	3/4	2	1	V[V|HC}	Bb	IV	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
60	56	168	0.0	1/2	1/2	3/4	2	1	{	Bb	IV	V									{		0	0				
61	57	169	3.0	0	0	3/4	2	1	I	Bb	IV	V	I		I							M	0	0	0, 4, 1		0	0
62	58	172	1.0	0	0	3/4	2	1	V7(4)	Bb	IV	V	V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
62	58	173	2.0	1/4	1/4	3/4	2	1	V7	Bb	IV	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	59	175	3.0	0	0	3/4	2	1	I	Bb	IV	V	I		I							M	0	0	0, 4, 1		0	0
64	60	178	3.0	0	0	3/4	2	1	V7]	Bb	IV	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	61	181	2.0	0	0	3/4	2	1	I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
65	61	183	1.0	1/2	1/2	3/4	2	1	V65/IV	Bb	IV		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
66	62	184	2.0	0	0	3/4	2	1	IV	Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
66	62	186	1.0	1/2	1/2	3/4	2	1	#viio43/ii	Bb	IV		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
67	63	187	2.0	0	0	3/4	2	1	ii6	Bb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
67	63	189	1.0	1/2	1/2	3/4	2	1	vii%7/V	Bb	IV		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
68	64	190	1.0	0	0	3/4	2	1	V(64)}	Bb	IV		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
68	64	191	1.0	1/4	1/4	3/4	2	1	V|HC	Bb	IV		V		V					HC		M	0	0	1, 5, 2		1	1
68	64	192	1.0	1/2	1/2	3/4	2	1	I{	Bb	IV		I		I						{	M	0	0	0, 4, 1		0	0
69	65	193	1.0	0	0	3/4	2	1	V43	Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	65	194	2.0	1/4	1/4	3/4	2	1	V2	Bb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
70	66	196	1.0	0	0	3/4	2	1	I6	Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
70	66	197	2.0	1/4	1/4	3/4	2	1	I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
71	67	199	1.0	0	0	3/4	2	1	V43	Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
71	67	200	2.0	1/4	1/4	3/4	2	1	V2	Bb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
72	68	202	1.0	0	0	3/4	2	1	I6	Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
72	68	203	3.0	1/4	1/4	3/4	2	1	I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
73	69	206	3.0	1/4	1/4	3/4	2	1	I6	Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
74	70	209	1.0	1/4	1/4	3/4	2	1	ii65	Bb	IV		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
74	70	210	1.0	1/2	1/2	3/4	2	1	V65/V	Bb	IV		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
75	71	211	2.0	0	0	3/4	2	1	V(64)	Bb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
75	71	213	1.0	1/2	1/2	3/4	2	1	V7	Bb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	72	214	2.0	0	0	3/4	2	1	I|PAC}	Bb	IV		I		I					PAC	}	M	0	0	0, 4, 1		0	0
